Date,Cash,Equity,Positions,Market_Value,Total_Exposure,Drawdown
2019-04-18,81064.1631734772,118217.982990067,2,37153.8198165894,0.314282301870362,-0.412914929181675
2019-04-19,1e+05,137153.819816589,2,37153.8198165894,0.270891615459735,-0.318877230152099
2019-04-20,1e+05,137153.819816589,2,37153.8198165894,0.270891615459735,-0.318877230152099
2019-04-21,1e+05,137153.819816589,2,37153.8198165894,0.270891615459735,-0.318877230152099
2019-04-22,1e+05,137893.049541473,2,37893.0495414734,0.274800286653146,-0.3152061242475
2019-04-23,1e+05,137478.360366821,2,37478.3603668213,0.272612797147283,-0.317265521788471
2019-04-24,81939.958,137243.958,3,55304,0.402961272801532,-0.318429592826096
2019-04-25,81986.5645155525,155143.284696064,4,73156.7201805115,0.471542937380953,-0.229539330827276
2019-04-26,82140.9483899727,172511.890414204,5,90370.942024231,0.523853409798298,-0.143284694602376
2019-04-27,1e+05,190370.942024231,5,90370.942024231,0.474709748574592,-0.0545944436436704
2019-04-28,1e+05,190370.942024231,5,90370.942024231,0.474709748574592,-0.0545944436436704
2019-04-29,1e+05,188631.621574402,5,88631.6215744019,0.469866191228404,-0.0632321233234995
2019-04-30,1e+05,186789.121574402,5,86789.1215744019,0.464636916983584,-0.0723822053636715
2019-05-01,98527.6498117256,184690.169125538,5,86162.5193138123,0.466524665182616,-0.0828058618659919
2019-05-02,1e+05,185967.647712708,5,85967.6477127075,0.462272060597953,-0.0764617457861193
2019-05-03,1e+05,186867.051143646,5,86867.0511436462,0.464860180604396,-0.0719951975200126
2019-05-04,1e+05,186867.051143646,5,86867.0511436462,0.464860180604396,-0.0719951975200126
2019-05-05,1e+05,186867.051143646,5,86867.0511436462,0.464860180604396,-0.0719951975200126
2019-05-06,1e+05,188096.230686188,5,88096.2306861878,0.4683572358936,-0.0658909404473636
2019-05-07,118246.874440193,189457.042801857,4,71210.1683616638,0.375864456177218,-0.0591329797962734
2019-05-08,1e+05,171830.528907776,4,71830.5289077759,0.418031239060717,-0.146668419803369
2019-05-09,130744.971329391,167134.152512253,2,36389.1811828613,0.217724388677494,-0.169991203689699
2019-05-10,81126.4348708801,135491.766078156,3,54365.3312072754,0.401244538918446,-0.327131193822028
2019-05-11,1e+05,154365.331207275,3,54365.3312072754,0.352186146863999,-0.233402743715121
2019-05-12,1e+05,154365.331207275,3,54365.3312072754,0.352186146863999,-0.233402743715121
2019-05-13,1e+05,153574.128189087,3,53574.1281890869,0.34884865583039,-0.237331955398625
2019-05-14,1e+05,153949.949245453,3,53949.9492454529,0.350438239894687,-0.235465581722547
2019-05-15,81536.555,153634.805,4,72098.25,0.469283311161166,-0.237030626878793
2019-05-16,82137.155,171415.905,5,89278.75,0.520831191247977,-0.14872749322099
2019-05-17,98381.8508514786,187599.008013191,5,89217.1571617127,0.475573714949704,-0.068360209511218
2019-05-18,1e+05,189217.157161713,5,89217.1571617127,0.471506698969502,-0.0603242814448921
2019-05-19,1e+05,189217.157161713,5,89217.1571617127,0.471506698969502,-0.0603242814448921
2019-05-20,1e+05,190400.858451843,5,90400.8584518433,0.474792283957626,-0.0544458749777266
2019-05-21,1e+05,190485.407161713,5,90485.4071617127,0.475025402260316,-0.0540259956660872
2019-05-22,1e+05,189250.977935791,5,89250.977935791,0.471601145258399,-0.0601563233132888
2019-05-23,1e+05,189470.809741974,5,89470.8097419739,0.472214215286341,-0.0590646114752359
2019-05-24,1e+05,190417.772064209,5,90417.772064209,0.474838934853833,-0.0543618798945559
2019-05-25,1e+05,190417.772064209,5,90417.772064209,0.474838934853833,-0.0543618798945559
2019-05-26,1e+05,190417.772064209,5,90417.772064209,0.474838934853833,-0.0543618798945559
2019-05-27,1e+05,190417.772064209,5,90417.772064209,0.474838934853833,-0.0543618798945559
2019-05-28,117026.236322449,188388.434656189,4,71362.1983337402,0.378803499609607,-0.0644398195258032
2019-05-29,100016.38,170944.38,4,70928,0.414918583459719,-0.151069144474174
2019-05-30,83008.4554799461,170788.26522192,5,87779.8097419739,0.513968624412889,-0.151844429699203
2019-05-31,99766.8773178558,184127.028093765,5,84360.1507759094,0.458162778432234,-0.0856024896222505
2019-06-01,1e+05,184360.150775909,5,84360.1507759094,0.457583433409368,-0.0844447736564193
2019-06-02,1e+05,184360.150775909,5,84360.1507759094,0.457583433409368,-0.0844447736564193
2019-06-03,116357.865658783,183581.025242828,4,67223.1595840454,0.36617705721562,-0.0883140070606442
2019-06-04,1e+05,167727.468128204,4,67727.4681282044,0.403794732514749,-0.167044725230176
2019-06-05,130526.280206413,164581.02042553,2,34054.7402191162,0.206917785119248,-0.182670372239449
2019-06-06,81886.1439018326,135192.624897011,3,53306.4809951782,0.394300214496071,-0.328616765788957
2019-06-07,83478.6951473045,151985.57536581,4,68506.8802185059,0.450745934629772,-0.245220904466808
2019-06-08,1e+05,168506.880218506,4,68506.8802185059,0.40655242165585,-0.163174068747483
2019-06-09,1e+05,168506.880218506,4,68506.8802185059,0.40655242165585,-0.163174068747483
2019-06-10,1e+05,168592.802185059,4,68592.8021850586,0.406854867444261,-0.162747369673936
2019-06-11,1e+05,170239.598907471,4,70239.5989074707,0.412592601006113,-0.154569174225601
2019-06-12,82955.2619701614,169850.253600716,5,86894.9916305542,0.511597656102576,-0.156502710995623
2019-06-13,1e+05,188569.129184723,5,88569.1291847229,0.469690503252843,-0.0635424682312058
2019-06-14,1e+05,187821.112445831,5,87821.1124458313,0.467578491588156,-0.0672572115301366
2019-06-15,1e+05,187821.112445831,5,87821.1124458313,0.467578491588156,-0.0672572115301366
2019-06-16,1e+05,187821.112445831,5,87821.1124458313,0.467578491588156,-0.0672572115301366
2019-06-17,1e+05,188711.612445831,5,88711.6124458313,0.470090903766166,-0.0628348787991878
2019-06-18,1e+05,189673.34728241,5,89673.3472824097,0.472777797024337,-0.0580587850919512
2019-06-19,98052.0822295456,189547.780841759,5,91495.6986122131,0.482705195523218,-0.0586823635090195
2019-06-20,1e+05,193314.698612213,5,93314.6986122131,0.48270876080355,-0.0399753856863658
2019-06-21,1e+05,192059.59111023,5,92059.5911102295,0.479328267742658,-0.0462084042005507
2019-06-22,1e+05,192059.59111023,5,92059.5911102295,0.479328267742658,-0.0462084042005507
2019-06-23,1e+05,192059.59111023,5,92059.5911102295,0.479328267742658,-0.0462084042005507
2019-06-24,118640.200911957,190731.250029999,4,72091.049118042,0.377971879839844,-0.0528051096884431
2019-06-25,118202.99917374,171335.880323032,3,53132.881149292,0.310109482316936,-0.149124905627769
2019-06-26,98905.331419754,154216.069411087,3,55310.737991333,0.358657422683324,-0.234143996187624
2019-06-27,82470.488,154558.238,4,72087.75,0.466411567140148,-0.232444744811709
2019-06-28,1e+05,172855.718231201,4,72855.7182312012,0.421482835376923,-0.141577203295337
2019-06-29,1e+05,172855.718231201,4,72855.7182312012,0.421482835376923,-0.141577203295337
2019-06-30,1e+05,172855.718231201,4,72855.7182312012,0.421482835376923,-0.141577203295337
2019-07-01,117355.846354401,172113.845011627,3,54757.9986572266,0.318149877213698,-0.145261437120307
2019-07-02,1e+05,153657.998657227,3,53657.9986572266,0.349204070898544,-0.236915444318991
2019-07-03,1e+05,154086.99798584,3,54086.9979858398,0.351015975993057,-0.234784980790095
2019-07-04,1e+05,154086.99798584,3,54086.9979858398,0.351015975993057,-0.234784980790095
2019-07-05,1e+05,154207.998657227,3,54207.9986572266,0.351525207053105,-0.234184076545805
2019-07-06,1e+05,154207.998657227,3,54207.9986572266,0.351525207053105,-0.234184076545805
2019-07-07,1e+05,154207.998657227,3,54207.9986572266,0.351525207053105,-0.234184076545805
2019-07-08,118813.767108849,154211.166561058,2,35397.3994522095,0.229538497383679,-0.234168344345016
2019-07-09,1e+05,135619.980438232,2,35619.9804382324,0.262645521132894,-0.326494465510803
2019-07-10,1e+05,136072.321205139,2,36072.3212051392,0.265096684510566,-0.324248085523117
2019-07-11,1e+05,136215.919013977,2,36215.9190139771,0.265871414120555,-0.323534961109735
2019-07-12,1e+05,137134.960876465,2,37134.9608764648,0.270791347728732,-0.318970885972631
2019-07-13,1e+05,137134.960876465,2,37134.9608764648,0.270791347728732,-0.318970885972631
2019-07-14,1e+05,137134.960876465,2,37134.9608764648,0.270791347728732,-0.318970885972631
2019-07-15,118877.683810539,137051.444186516,1,18173.7603759766,0.132605391237203,-0.319385640146176
2019-07-16,117969.212263428,117969.212263428,0,0,0,-0.41415035526468
2019-07-17,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-18,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-19,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-20,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-21,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-22,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-23,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-24,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-25,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-26,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-27,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-28,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-29,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-30,1e+05,1e+05,0,0,0,-0.503387677602606
2019-07-31,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-01,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-02,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-03,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-04,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-05,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-06,1e+05,1e+05,0,0,0,-0.503387677602606
2019-08-07,83009.026,99983.026,1,16974,0.169768816558923,-0.50347197257821
2019-08-08,80327.1363441506,117371.317183689,2,37044.1808395386,0.3156152774665,-0.41711957590567
2019-08-09,82921.8785529556,137027.119779152,3,54105.2412261963,0.394850605583758,-0.319506438150495
2019-08-10,1e+05,154105.241226196,3,54105.2412261963,0.35109280382476,-0.234694382610481
2019-08-11,1e+05,154105.241226196,3,54105.2412261963,0.35109280382476,-0.234694382610481
2019-08-12,1e+05,151648.52192688,3,51648.5219268799,0.340580450574937,-0.246894753377601
2019-08-13,1e+05,151384.47807312,3,51384.4780731201,0.339430295147571,-0.248206027691905
2019-08-14,1e+05,150167.600875855,3,50167.6008758545,0.334077394745946,-0.25424918980197
2019-08-15,80726.265921402,150446.824469376,4,69720.5585479736,0.46342326462441,-0.252862531029503
2019-08-16,80324.9747647171,170668.364146126,5,90343.3893814087,0.529350532146994,-0.152439873216284
2019-08-17,1e+05,190343.389381409,5,90343.3893814087,0.474633711604133,-0.0547312734630719
2019-08-18,1e+05,190343.389381409,5,90343.3893814087,0.474633711604133,-0.0547312734630719
2019-08-19,1e+05,192390.663711548,5,92390.6637115479,0.480224257919654,-0.0445642568663221
2019-08-20,1e+05,191742.016597748,5,91742.0165977478,0.478465900305053,-0.0477855183623282
2019-08-21,1e+05,191336.622783661,5,91336.6227836609,0.477360901717873,-0.0497987539973206
2019-08-22,1e+05,190606.901546478,5,90606.9015464783,0.475360025326178,-0.0534226395803202
2019-08-23,116050.687735374,185834.075976189,4,69783.3882408142,0.375514489870823,-0.077125079488912
2019-08-24,1e+05,169783.388240814,4,69783.3882408142,0.411014227975214,-0.156834772612309
2019-08-25,1e+05,169783.388240814,4,69783.3882408142,0.411014227975214,-0.156834772612309
2019-08-26,115530.42442374,169372.565788792,3,53842.1413650513,0.317891750144428,-0.158874967532228
2019-08-27,1e+05,154123.298049927,3,54123.2980499268,0.351168828689314,-0.234604710198802
2019-08-28,81703.0811009522,155076.302139771,4,73373.2210388184,0.473142704761473,-0.229871974455686
2019-08-29,82330.7588451576,173798.086592503,5,91467.327747345,0.526285010040443,-0.136897285890739
2019-08-30,1e+05,191699.319034576,5,91699.3190345764,0.478349737997957,-0.0479975597224007
2019-08-31,1e+05,191699.319034576,5,91699.3190345764,0.478349737997957,-0.0479975597224007
2019-09-01,1e+05,191699.319034576,5,91699.3190345764,0.478349737997957,-0.0479975597224007
2019-09-02,1e+05,191699.319034576,5,91699.3190345764,0.478349737997957,-0.0479975597224007
2019-09-03,118675.146293533,189993.426803482,4,71318.2805099487,0.375372357401165,-0.0564692307488351
2019-09-04,100659.539747711,172784.442778107,4,72124.9030303955,0.417427066179909,-0.141931165978248
2019-09-05,81043.262135849,174605.012452469,5,93561.7503166199,0.535848020640813,-0.132889992637536
2019-09-06,1e+05,194329.498100281,5,94329.4981002808,0.485410084533865,-0.0349357663809963
2019-09-07,1e+05,194329.498100281,5,94329.4981002808,0.485410084533865,-0.0349357663809963
2019-09-08,1e+05,194329.498100281,5,94329.4981002808,0.485410084533865,-0.0349357663809963
2019-09-09,1e+05,193312.752532959,5,93312.752532959,0.482703553233249,-0.0399850501557455
2019-09-10,1e+05,196342.25063324,5,96342.2506332397,0.490685271878663,-0.0249401892829563
2019-09-11,118451.24065493,196033.282189354,4,77582.0415344238,0.395759539747364,-0.0264745646476126
2019-09-12,1e+05,176090.402557373,4,76090.4025573731,0.432109879086577,-0.12551336234091
2019-09-13,1e+05,175570.840255737,4,75570.8402557373,0.430429336361667,-0.128093572753364
2019-09-14,1e+05,175570.840255737,4,75570.8402557373,0.430429336361667,-0.128093572753364
2019-09-15,1e+05,175570.840255737,4,75570.8402557373,0.430429336361667,-0.128093572753364
2019-09-16,120246.932476837,180092.531521637,3,59845.5990447998,0.332304724350048,-0.10563829674614
2019-09-17,118357.674570412,156509.425859779,2,38151.7512893677,0.243766476554254,-0.222754905466922
2019-09-18,84680.0357067299,137688.594437809,3,53008.5587310791,0.384988741787338,-0.316221473486068
2019-09-19,1e+05,154398.521087647,3,54398.5210876465,0.352325402500238,-0.233237918679409
2019-09-20,1e+05,154291.600906372,3,54291.6009063721,0.35187658036757,-0.233768897474747
2019-09-21,1e+05,154291.600906372,3,54291.6009063721,0.35187658036757,-0.233768897474747
2019-09-22,1e+05,154291.600906372,3,54291.6009063721,0.35187658036757,-0.233768897474747
2019-09-23,119318.1625,154034.6625,2,34716.5,0.225381089142841,-0.235044885261762
2019-09-24,119078.303112183,134674.513530884,1,15596.2104187012,0.115806695786762,-0.331189770676886
2019-09-25,1e+05,115548.190628052,1,15548.1906280518,0.134560225855039,-0.426173447033864
2019-09-26,1e+05,115555.049476624,1,15555.0494766235,0.134611594621577,-0.426139385146682
2019-09-27,1e+05,115483.019790649,1,15483.0197906494,0.134071829942769,-0.426497093443014
2019-09-28,1e+05,115483.019790649,1,15483.0197906494,0.134071829942769,-0.426497093443014
2019-09-29,1e+05,115483.019790649,1,15483.0197906494,0.134071829942769,-0.426497093443014
2019-09-30,1e+05,115253.210418701,1,15253.2104187012,0.132345210717238,-0.427638355102133
2019-10-01,1e+05,115013.110157013,1,15013.1101570129,0.13053390293087,-0.428830722587785
2019-10-02,82076.114593235,114710.513549534,2,32634.3989562988,0.284493530248269,-0.430333454627683
2019-10-03,81924.3420807724,132813.942979515,3,50889.6008987427,0.383164596706475,-0.34042959330188
2019-10-04,81935.6237979965,150718.413310631,4,68782.7895126343,0.456366199734819,-0.251513787377574
2019-10-05,1e+05,168782.789512634,4,68782.7895126343,0.407522530651655,-0.161803869194202
2019-10-06,1e+05,168782.789512634,4,68782.7895126343,0.407522530651655,-0.161803869194202
2019-10-07,114453.272364571,167346.992747261,3,52893.7203826904,0.316072129617376,-0.168934212855629
2019-10-08,1e+05,151200.822296143,3,51200.8222961426,0.33862793547419,-0.24911808491117
2019-10-09,81808.0261320305,151195.186391277,4,69387.1602592468,0.458924400408358,-0.249146073509209
2019-10-10,82914.4520283203,169692.899446533,5,86778.4474182129,0.511385259496701,-0.157284151115097
2019-10-11,1e+05,186968.797740936,5,86968.7977409363,0.465151398477944,-0.0714899113802503
2019-10-12,1e+05,186968.797740936,5,86968.7977409363,0.465151398477944,-0.0714899113802503
2019-10-13,1e+05,186968.797740936,5,86968.7977409363,0.465151398477944,-0.0714899113802503
2019-10-14,1e+05,185678.646450043,5,85678.6464500427,0.461435108926727,-0.0778969616683967
2019-10-15,1e+05,186291.998386383,5,86291.9983863831,0.463208292003005,-0.0748509803728676
2019-10-16,1e+05,185319.100322723,5,85319.1003227234,0.460390214360769,-0.0796825120413671
2019-10-17,1e+05,185297.953872681,5,85297.9538726807,0.460328633371146,-0.0797875279180289
2019-10-18,1e+05,185551.751613617,5,85551.7516136169,0.461066796026617,-0.0785271370625731
2019-10-19,1e+05,185551.751613617,5,85551.7516136169,0.461066796026617,-0.0785271370625731
2019-10-20,1e+05,185551.751613617,5,85551.7516136169,0.461066796026617,-0.0785271370625731
2019-10-21,117004.917932869,186317.277414681,4,69312.3594818115,0.372012517806093,-0.0747254416033602
2019-10-22,117630.312549744,171671.914112244,3,54041.6015625,0.314795823428439,-0.147456120423127
2019-10-23,100049.958877869,154901.716537781,3,54851.7576599121,0.354106841976368,-0.230738988068299
2019-10-24,81035.1336694336,154027.675249634,4,72992.5415802002,0.473892379807075,-0.235079584808078
2019-10-25,80501.7818196411,173387.299153626,5,92885.5173339844,0.535711195614654,-0.138937306931064
2019-10-26,1e+05,192885.517333984,5,92885.5173339844,0.481557758290124,-0.0421067527994725
2019-10-27,1e+05,192885.517333984,5,92885.5173339844,0.481557758290124,-0.0421067527994725
2019-10-28,118795.78485733,192320.702734528,4,73524.9178771973,0.382303708502398,-0.0449116916990744
2019-10-29,117591.671480957,173594.263903442,3,56002.5924224854,0.322606238035811,-0.137909494480454
2019-10-30,80955.3741189575,154700.255207214,4,73744.8810882568,0.476695277518959,-0.231739469860758
2019-10-31,81027.046,172192.546,5,91165.5,0.529439294079548,-0.144870598314199
2019-11-01,1e+05,195194.792060852,5,95194.7920608521,0.487691249627065,-0.0306386099478388
2019-11-02,1e+05,195194.792060852,5,95194.7920608521,0.487691249627065,-0.0306386099478388
2019-11-03,1e+05,195194.792060852,5,95194.7920608521,0.487691249627065,-0.0306386099478388
2019-11-04,1e+05,199561.728969574,5,99561.728969574,0.498901916132194,-0.00895186314780592
2019-11-05,1e+05,194339.409656525,5,94339.4096565247,0.485436329271866,-0.0348865443713478
2019-11-06,1e+05,189162.111373901,5,89162.1113739014,0.471352908499006,-0.0605976456101237
2019-11-07,115168.618725586,187803.446453857,4,72634.8277282715,0.386759823101104,-0.0673449430231527
2019-11-08,81214.4339148254,174607.330361053,5,93392.896446228,0.534873858119874,-0.132878481617883
2019-11-09,1e+05,193392.896446228,5,93392.896446228,0.482917925954925,-0.0395870456068
2019-11-10,1e+05,193392.896446228,5,93392.896446228,0.482917925954925,-0.0395870456068
2019-11-11,117400.822238037,190534.104247162,4,73133.2820091248,0.38383302715327,-0.053784159939098
2019-11-12,1e+05,172305.63741684,4,72305.6374168396,0.419635935891748,-0.1443089724026
2019-11-13,82370.9490539627,171686.106551369,5,89315.157497406,0.52022355967798,-0.147385639021584
2019-11-14,98717.934776989,188435.690788952,5,89717.7560119629,0.476118699362781,-0.0642051397474141
2019-11-15,1e+05,192545.201812744,5,92545.2018127442,0.480641433499585,-0.0437968016129824
2019-11-16,1e+05,192545.201812744,5,92545.2018127442,0.480641433499585,-0.0437968016129824
2019-11-17,1e+05,192545.201812744,5,92545.2018127442,0.480641433499585,-0.0437968016129824
2019-11-18,1e+05,193376.798187256,5,93376.7981872559,0.482874879833488,-0.0396669915445472
2019-11-19,117831.670194641,190602.78903009,4,72771.1188354492,0.381794616992519,-0.0534430628434634
2019-11-20,82204.4624516983,173402.061366798,5,91197.5989151001,0.525931457770789,-0.138863995961388
2019-11-21,1e+05,192714.397468567,5,92714.3974685669,0.481097409879245,-0.0429565551372055
2019-11-22,1e+05,193804.6043396,5,93804.6043395996,0.484016386810026,-0.037542453476034
2019-11-23,1e+05,193804.6043396,5,93804.6043395996,0.484016386810026,-0.037542453476034
2019-11-24,1e+05,193804.6043396,5,93804.6043395996,0.484016386810026,-0.037542453476034
2019-11-25,1e+05,194634.100723267,5,94634.1007232666,0.486215418426695,-0.0334230722209029
2019-11-26,118687.743402138,191392.192826881,4,72704.4494247437,0.379871552495908,-0.0495227863151259
2019-11-27,103105.61875,173010.61875,4,69905,0.404050343875208,-0.140807948231524
2019-11-28,1e+05,169905,4,69905,0.411435802360142,-0.156230833630708
2019-11-29,80464.0637345734,169560.763029617,5,89096.6992950439,0.525455876130266,-0.157940356843876
2019-11-30,1e+05,189096.699295044,5,89096.6992950439,0.471170039599835,-0.0609224900540659
2019-12-01,1e+05,189096.699295044,5,89096.6992950439,0.471170039599835,-0.0609224900540659
2019-12-02,117852.28998085,189332.930544815,4,71480.6405639649,0.377539397706863,-0.0597493365583492
2019-12-03,118725.116365452,170242.216985722,3,51517.1006202698,0.302610607007019,-0.154556172526397
2019-12-04,80717.2861673851,152080.487583401,4,71363.2014160156,0.469246269195975,-0.244749558698793
2019-12-05,80648.8484132347,170471.547330624,5,89822.6989173889,0.526907277630213,-0.153417289774618
2019-12-06,1e+05,192258.646030426,5,92258.646030426,0.479867345033864,-0.0452198729385164
2019-12-07,1e+05,192258.646030426,5,92258.646030426,0.479867345033864,-0.0452198729385164
2019-12-08,1e+05,192258.646030426,5,92258.646030426,0.479867345033864,-0.0452198729385164
2019-12-09,117233.828990425,188291.8492808,4,71058.0202903748,0.377382348528565,-0.0649194744016193
2019-12-10,1e+05,171495.709419251,4,71495.7094192505,0.416895032892438,-0.148331174641174
2019-12-11,80985.7642962799,171419.626501785,5,90433.8622055054,0.527558390197306,-0.148709011784546
2019-12-12,1e+05,192144.25,5,92144.25,0.479557676068891,-0.0457879777219455
2019-12-13,1e+05,190843.387794495,5,90843.3877944946,0.476010140274377,-0.0522482197318957
2019-12-14,1e+05,190843.387794495,5,90843.3877944946,0.476010140274377,-0.0522482197318957
2019-12-15,1e+05,190843.387794495,5,90843.3877944946,0.476010140274377,-0.0522482197318957
2019-12-16,114815.010042015,192298.04942495,4,77483.0393829346,0.402932009007064,-0.0450241908258693
2019-12-17,1e+05,177483.039382935,4,77483.0393829346,0.4365658806178,-0.118597356258927
2019-12-18,119547.452054413,178171.169278534,3,58623.7172241211,0.329030322141934,-0.115180018403281
2019-12-19,1e+05,158669.201156616,3,58669.2011566162,0.369757966441806,-0.212029195206736
2019-12-20,1e+05,159139.157455444,3,59139.1574554443,0.37161914390556,-0.209695334316873
2019-12-21,1e+05,159139.157455444,3,59139.1574554443,0.37161914390556,-0.209695334316873
2019-12-22,1e+05,159139.157455444,3,59139.1574554443,0.37161914390556,-0.209695334316873
2019-12-23,119874.814831779,160180.463902519,2,40305.6490707398,0.251626497319102,-0.20452407818678
2019-12-24,120283.705679642,140468.045370804,1,20184.3396911621,0.143693461654428,-0.302418377657826
2019-12-25,1e+05,120184.339691162,1,20184.3396911621,0.167944839926981,-0.403149759501747
2019-12-26,1e+05,120315.900772095,1,20315.9007720947,0.168854662116337,-0.402496410962356
2019-12-27,1e+05,120320.959922791,1,20320.9599227905,0.168889609390005,-0.402471286596592
2019-12-28,1e+05,120320.959922791,1,20320.9599227905,0.168889609390005,-0.402471286596592
2019-12-29,1e+05,120320.959922791,1,20320.9599227905,0.168889609390005,-0.402471286596592
2019-12-30,120573.606185661,120573.606185661,0,0,0,-0.4012166141231
2019-12-31,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-01,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-02,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-03,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-04,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-05,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-06,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-07,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-08,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-09,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-10,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-11,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-12,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-13,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-14,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-15,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-16,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-17,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-18,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-19,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-20,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-21,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-22,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-23,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-24,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-25,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-26,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-27,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-28,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-29,1e+05,1e+05,0,0,0,-0.503387677602606
2020-01-30,82163.1709229469,99982.180989933,1,17819.0100669861,0.178221858040687,-0.503476169002328
2020-01-31,82068.3657289124,117419.166815338,2,35350.8010864258,0.301064996841793,-0.416881948738679
2020-02-01,1e+05,135350.801086426,2,35350.8010864258,0.261179104982564,-0.327831243341224
2020-02-02,1e+05,135350.801086426,2,35350.8010864258,0.261179104982564,-0.327831243341224
2020-02-03,1e+05,135671.201629639,2,35671.2016296387,0.262923901322961,-0.326240094762601
2020-02-04,1e+05,136045,2,36045,0.264949097725017,-0.324383765994466
2020-02-05,81870.2888597488,137468.687449837,3,55598.3985900879,0.404444092843879,-0.317313558686151
2020-02-06,80521.1010539627,155578.939150581,4,75057.8380966187,0.482442151273264,-0.22737581712307
2020-02-07,82304.7426778259,174630.301332611,5,92325.5586547852,0.528691515448608,-0.132764404942553
2020-02-08,1e+05,192325.558654785,5,92325.5586547852,0.480048306114659,-0.0448875766007095
2020-02-09,1e+05,192325.558654785,5,92325.5586547852,0.480048306114659,-0.0448875766007095
2020-02-10,1e+05,189262,5,89262,0.471631917659118,-0.0601015863842444
2020-02-11,1e+05,190738.675964355,5,90738.6759643555,0.475722480014029,-0.0527682315833746
2020-02-12,1e+05,193647.963699341,5,93647.9636993408,0.483599010856315,-0.0383203501974413
2020-02-13,1e+05,192656.162017822,5,92656.1620178223,0.480940557765553,-0.043245759561607
2020-02-14,1e+05,191686.396636963,5,91686.3966369629,0.478314571328757,-0.0480617339412987
2020-02-15,1e+05,191686.396636963,5,91686.3966369629,0.478314571328757,-0.0480617339412987
2020-02-16,1e+05,191686.396636963,5,91686.3966369629,0.478314571328757,-0.0480617339412987
2020-02-17,1e+05,191686.396636963,5,91686.3966369629,0.478314571328757,-0.0480617339412987
2020-02-18,118226.595762272,191579.998186131,4,73353.4024238587,0.382886538878614,-0.0485901217589721
2020-02-19,102046.728889187,174993.886008938,4,72947.157119751,0.416855461544669,-0.130958798637566
2020-02-20,1e+05,173736.522094727,4,73736.5220947266,0.424415783196829,-0.137203022772917
2020-02-21,1e+05,172277.918167114,4,72277.9181671143,0.41954255621433,-0.144446629612412
2020-02-22,1e+05,172277.918167114,4,72277.9181671143,0.41954255621433,-0.144446629612412
2020-02-23,1e+05,172277.918167114,4,72277.9181671143,0.41954255621433,-0.144446629612412
2020-02-24,116959.423403358,167730.702814674,3,50771.2794113159,0.302695204630562,-0.167028661378575
2020-02-25,146493.797895714,146493.797895714,0,0,0,-0.272493748101951
2020-02-26,84859.6342199097,99984.8747594605,1,15125.2405395508,0.151275286146414,-0.503462791410918
